Time,Pressure
0, 0.031
197.32546651267012, 1.4313346228239858
394.4505517442915, 3.094777562862669
600.1252383006554, 4.854932301740813
797.1000375714902, 6.692456479690523
994.0080430819755, 8.6073500967118
